statements.list.downloadFailed	No pudimos obtener ese estado de cuenta. Inténtelo de nuevo en un momento.
statements.viewer.title	Estado de cuenta
action.print	Imprimir
action.download	Descargar PDF
statements.viewer.frame	PDF del estado de cuenta
statements.tax.title	Documentos fiscales
statements.tax.lede	Los formularios están disponibles aquí antes del 31 de enero y también se envían por correo salvo que use sin papel.
statements.tax.pending	Los formularios de {0} se están preparando y aparecerán aquí antes del 31 de enero.
statements.tax.pages	páginas
statements.tax.empty	No hay formularios fiscales para este año
statements.tax.emptyBody	Solo emitimos un 1099-INT cuando los intereses pagados fueron de $10 o más, y un 1098 para cuentas hipotecarias.
statements.tax.disclaimer	Meridian Trust Bank no ofrece asesoramiento fiscal. Consulte a un profesional de impuestos sobre cómo usar estos formularios.
statements.tax.f1098	Formulario 1098 intereses hipotecarios
statements.tax.f1099	Formulario 1099-INT ingresos por intereses
statements.tax.failed	No pudimos obtener ese formulario en este momento.
transfers.addPayee.title	Agregar una cuenta externa
transfers.addPayee.lede	Enviaremos dos pequeños depósitos para verificar la cuenta. Normalmente tarda de 1 a 2 días hábiles.
transfers.addPayee.nickname	Apodo
transfers.addPayee.name	Nombre en la cuenta
transfers.addPayee.routing	Número de ruta
transfers.addPayee.account	Número de cuenta
transfers.addPayee.type	Tipo de cuenta
transfers.addPayee.submit	Agregar cuenta
transfers.addPayee.accountType.checking	Corriente
transfers.addPayee.accountType.savings	Ahorros
transfers.addPayee.saved	Cuenta agregada. Esté atento a dos pequeños depósitos para verificarla.
transfers.cancelTransfer.title	¿Cancelar esta transferencia?
transfers.cancelTransfer.body	La transferencia no se enviará. Si forma parte de una serie recurrente, solo se cancela esta ocurrencia.
transfers.cancelTransfer.confirm	Cancelar transferencia
transfers.payees.title	Cuentas externas y personas
transfers.payees.lede	Cuentas en otros bancos y contactos de PayLink a los que puede enviar dinero.
transfers.payees.add	Agregar una cuenta externa
transfers.payees.verify	Ingresar depósitos
transfers.payees.empty	Aún no hay cuentas externas
transfers.payees.emptyBody	Agregue una cuenta en otro banco para mover dinero hacia o desde ella. La verificación tarda de uno a dos días hábiles.
transfers.payees.removeTitle	¿Eliminar {0}?
transfers.payees.removeBody	Las transferencias programadas a esta cuenta se cancelarán. Puede agregarla de nuevo más adelante, pero habrá que verificarla otra vez.
transfers.payees.removed	Cuenta eliminada
transfers.scheduledTransfers.title	Programadas
transfers.scheduledTransfers.section	Programadas y recurrentes
transfers.scheduledTransfers.caption	Programadas
transfers.scheduledTransfers.empty	Nada programado
transfers.scheduledTransfers.emptyBody	Las transferencias recurrentes que configure aparecerán aquí.
transfers.scheduledTransfers.col.scheduledFor	Fecha
transfers.scheduledTransfers.col.type	Tipo
transfers.scheduledTransfers.col.amountMinor	Importe
transfers.scheduledTransfers.col.status	Estado
transfers.confirm.number	Número de confirmación
transfers.confirm.arrival	Llegada prevista
transfers.review.fee	Comisión
transfers.confirm.repeats	Se repite
transfers.confirm.reason	Motivo
transfers.confirm.note	Hemos enviado una confirmación a sus canales de alerta. Las transferencias programadas se pueden cancelar hasta las 5:00 PM (hora del Este) del día hábil anterior.
action.done	Listo
transfers.confirm.another	Hacer otra transferencia
transfers.confirm.completed	Transferencia completada
transfers.confirm.scheduled	Transferencia programada
transfers.confirm.failed	No pudimos enviar esta transferencia
transfers.confirm.pending	Transferencia enviada
transfers.transferDetail.title	Transferencia
transfers.transferDetail.confirmation	Número de confirmación
transfers.transferDetail.amount	Importe
transfers.transferDetail.status	Estado
transfers.transferDetail.scheduledFor	Programada para
transfers.transferDetail.arrival	Llegada prevista
transfers.transferDetail.frequency	Frecuencia
transfers.transferDetail.memo	Nota
transfers.details.type	¿Qué tipo de transferencia?
transfers.details.payeeHint	Solo las cuentas verificadas pueden recibir transferencias
transfers.details.limitHint	Hasta {0} por transferencia
transfers.details.insufficient	Solo hay {0} disponible en esa cuenta
transfers.details.overLimit	Eso supera su límite. Le quedan {0} hoy para transferencias externas.
transfers.details.amountRequired	Ingrese un importe
transfers.details.memo	Nota (opcional)
transfers.details.memoPattern	Solo letras, números y puntuación básica
transfers.details.wireNote	Los giros nacionales cuestan $25 y no se pueden revocar una vez enviados. Las solicitudes después de las 4:00 PM (hora del Este) salen el siguiente día hábil.
transfers.transferHistory.title	Historial de transferencias
transfers.transferHistory.lede	Hasta 24 meses de transferencias. La actividad anterior está en sus estados de cuenta.
transfers.transferHistory.section	Historial de transferencias
transfers.transferHistory.caption	Historial de transferencias
transfers.transferHistory.empty	Aún no hay transferencias
transfers.transferHistory.col.createdAt	Fecha
transfers.transferHistory.col.confirmationNumber	Confirmación
transfers.transferHistory.col.amountMinor	Importe
transfers.transferHistory.col.status	Estado
transfers.transferLimitsPanel.title	Sus límites
transfers.transferLimitsPanel.p1	Las transferencias externas están limitadas por día y por transacción. Los límites se restablecen a medianoche (hora del Este). Las transferencias enviadas después del corte de las 5:00 PM ET se procesan el siguiente día hábil.
transfers.review.title	Revise su transferencia
action.edit	Editar
transfers.review.when	Cuándo
transfers.review.today	Hoy
transfers.review.stepUpDone	Verificó su identidad hace {0} segundos. Las transferencias grandes requieren una verificación reciente.
transfers.review.ack	He comprobado los datos del destinatario. Las transferencias a una cuenta equivocada pueden no ser recuperables.
transfers.review.confirm	Confirmar transferencia
transfers.schedule.when	¿Cuándo debe salir?
transfers.schedule.date	Enviar el
transfers.schedule.pastDate	Elija hoy o una fecha posterior
transfers.schedule.cutoff	Ya pasó el corte de hoy para transferencias externas, así que esta se enviará el {0}. Las transferencias entre sus propias cuentas siguen haciéndose hoy.
transfers.schedule.frequency	¿Con qué frecuencia?
transfers.schedule.endAfter	Detener después de (número de transferencias)
transfers.schedule.endAfterHint	Déjelo en blanco para continuar hasta que cancele
transfers.schedule.endAfterRange	Entre 2 y 60
transfers.wizard.title	Nueva transferencia
transfers.back	Transferencias
transfers.wizard.step1	Detalles
transfers.wizard.step2	Programación
transfers.home.title	Transferencias
transfers.home.lede	Mueva dinero entre sus cuentas, a otras personas o a cuentas que tenga en otros bancos.
transfers.home.internal	Entre mis cuentas
transfers.home.internalBody	Inmediata. Sin más límite que su saldo disponible.
transfers.home.start	Empezar
transfers.home.external	A una cuenta externa
transfers.home.externalBody	ACH, de 1 a 3 días hábiles. Se aplican límites diarios y las cuentas nuevas deben verificarse primero.
transfers.home.payees	Administrar cuentas
transfers.home.paylink	Enviar con PayLink
transfers.home.paylinkBody	A una persona por número de móvil o correo electrónico. Normalmente llega en minutos.
transfers.home.wire	Giro
transfers.home.wireBody	El mismo día si se solicita antes de las 4:00 PM (hora del Este). Se aplica una comisión; consulte la tabla de comisiones.
transfers.home.tabScheduled	Programadas
transfers.home.tabLimits	Límites
transfers.home.history	Historial de transferencias
transfers.verifyPayee.title	Verificar cuenta externa
transfers.verifyPayee.lede	Ingrese los dos importes de depósito que aparecieron en la otra cuenta. Tiene tres intentos.
transfers.verifyPayee.first	Primer depósito
transfers.verifyPayee.second	Segundo depósito
transfers.verifyPayee.submit	Verificar
transfers.verifyPayee.saved	Cuenta verificada. Ya puede transferir a ella.
error.reference	Referencia {0}
action.tryAgain	Intentar de nuevo
masked.show	Mostrar número completo
masked.hide	Ocultar número completo
masked.full	Número completo visible
masked.ending	Número que termina en {0}
date.today	Hoy
date.yesterday	Ayer
auth.signingIn	Iniciando su sesión en Meridian Online…
idle.body	Por su seguridad cerramos la sesión tras 10 minutos sin actividad.
idle.countdown	Se cerrará su sesión en {0} segundos.
idle.signOut	Cerrar sesión ahora
idle.stay	Sigo aquí
idle.title	¿Sigue ahí?
loggedOut.idleHint	No ha cambiado nada en sus cuentas. Ninguna transferencia que no hubiera confirmado se envió.
loggedOut.signIn	Iniciar sesión de nuevo
loggedOut.help	Ayuda
loggedOut.idle.title	Se cerró su sesión
loggedOut.expired.title	Su sesión terminó
loggedOut.stepUp.title	La verificación no se completó
loggedOut.user.title	Ha cerrado sesión
loggedOut.idle.body	Cerramos su sesión tras 10 minutos sin actividad para mantener sus cuentas seguras.
loggedOut.expired.body	Su inicio de sesión expiró. Inicie sesión de nuevo para continuar donde lo dejó.
loggedOut.stepUp.body	No pudimos verificar que era usted, así que la transferencia no se realizó. Inicie sesión de nuevo para intentarlo otra vez.
loggedOut.user.body	Gracias por operar con Meridian. Cierre esta ventana cuando termine.
nav.dashboard	Panel
nav.accounts	Cuentas
nav.transfers	Transferencias
nav.billPay	Pago de facturas
nav.cards	Tarjetas
nav.statements	Estados de cuenta
nav.messages	Mensajes
nav.rewards	Recompensas
nav.alerts	Alertas
nav.profile	Perfil y seguridad
sw.ready	Hay una nueva versión de Meridian Online disponible.
sw.reload	Actualizar ahora
sw.later	Más tarde
